person_id,lastname,firstname,gender,birth_year,death_year,full_name
5128,Laache,Rolv,M,NA,NA,Rolv Laache
601,Bach,Heinrich,M,NA,NA,Heinrich Bach
8683,Spanish-American and Spanish universities.,NA,NA,NA,NA,Spanish-American and Spanish universities.
6130,Members of the Brasilian Academy.,NA,NA,NA,NA,Members of the Brasilian Academy.
5424,Levene,Ricardo,M,NA,NA,Ricardo Levene
5970,Mascarenhas Júdice,João António de,M,NA,NA,João António de Mascarenhas Júdice
1978,Costa,Afonso,M,NA,NA,Afonso Costa
5519,Lindskog,Claes,M,NA,NA,Claes Lindskog
1516,Böggild-Andersen,Carl,M,NA,NA,Carl Böggild-Andersen
6799,Nyman,Alf,M,NA,NA,Alf Nyman
10358,Younghusband,Francis,M,NA,NA,Francis Younghusband
1726,Charlier,Gustave,M,NA,NA,Gustave Charlier
2958,Fernessole,Pierre,M,NA,NA,Pierre Fernessole
928,Bermúdez de Castro y O´Lawlor,Salvador,M,NA,NA,Salvador Bermúdez de Castro y O´Lawlor
6341,Mladenov,Stefan,M,NA,NA,Stefan Mladenov
6272,Mignon,Maurice,M,NA,NA,Maurice Mignon
8409,Sepahbodi,Issa,M,NA,NA,Issa Sepahbodi
6810,Obligado,Carlos,M,NA,NA,Carlos Obligado
4433,Ibarguren,Carlos,M,NA,NA,Carlos Ibarguren
1643,Casares,Julio,M,1877,1964,Julio Casares
9211,Thesen,Rolf,M,NA,NA,Rolf Thesen
5740,Lönnroth,Erik,M,NA,NA,Erik Lönnroth
7588,Raymond,Marcel,M,NA,NA,Marcel Raymond
8770,Sten,Holger,M,NA,NA,Holger Sten
12687,Josephson,Ragnar,M,1891,1966,Ragnar Josephson
5202,Landquist,John,M,NA,NA,John Landquist
890,Berendsohn,Walter Arthur,M,1884,1984,Walter Arthur Berendsohn
4830,Kielland,Eugenia,F,NA,NA,Eugenia Kielland
10337,Wägner,Elin,F,NA,NA,Elin Wägner
6875,Oras,Ants,M,1900,1982,Ants Oras
3980,Hedin,Greta,F,NA,NA,Greta Hedin
6518,Munthe,Gustaf,M,NA,NA,Gustaf Munthe
6269,Midttun,Olav,M,NA,NA,Olav Midttun
8969,Söderhjelm,Henning,M,NA,NA,Henning Söderhjelm
1259,Bowra,Cecil,M,1898,1971,Cecil Bowra
2804,Entwistle,William,M,NA,NA,William Entwistle
819,Béguin,Albert,M,NA,NA,Albert Béguin
10405,Ziegler,Henri de,M,1885,1970,Henri de Ziegler
7266,Pipping,Rolf,M,NA,NA,Rolf Pipping
6859,Olsson,Henry,M,1896,1985,Henry Olsson
4034,Hellström,Gustaf,M,NA,NA,Gustaf Hellström
3716,Gullberg,Hjalmar,M,NA,NA,Hjalmar Gullberg
10115,Westman,Knut,M,NA,NA,Knut Westman
2675,Eckhoff,Lorentz,M,NA,NA,Lorentz Eckhoff
7078,Peers,Edgar,M,NA,NA,Edgar Peers
8358,Maxwell,Ian,M,NA,NA,Ian Maxwell
7873,Rosenblatt,Louise,F,NA,NA,Louise Rosenblatt
6839,Oikonomos,Georgios,M,NA,NA,Georgios Oikonomos
5005,Koukoules,Faidon,M,NA,NA,Faidon Koukoules
690,Barbadoro,Bernardino,M,NA,NA,Bernardino Barbadoro
7190,Peyre,Henri Maurice,M,1901,1988,Henri Maurice Peyre
4027,Helgason,Jón,M,NA,NA,Jón Helgason
8916,Sveinsson,Einar,M,NA,NA,Einar Sveinsson
6749,Nordal,Sigurdur,M,NA,NA,Sigurdur Nordal
8704,Spoerri,Theophil,M,NA,NA,Theophil Spoerri
761,Baumgardt,David,M,NA,NA,David Baumgardt
9154,The Lincean Academy (Accademia dei Lincei),NA,NA,NA,NA,The Lincean Academy (Accademia dei Lincei)
5328,Lecomte,Georges,M,NA,NA,Georges Lecomte
1619,Carré,Jean-Marie,M,1887,1958,Jean-Marie Carré
6932,O´Brien,Justin,M,NA,NA,Justin O´Brien
10176,Wieselgren,Oscar,M,NA,NA,Oscar Wieselgren
8747,Stauffer,Donald,M,NA,NA,Donald Stauffer
7141,Persson,Axel,M,NA,NA,Axel Persson
6648,Nerman,Birger,M,NA,NA,Birger Nerman
5734,Löfstedt,Einar,M,NA,NA,Einar Löfstedt
2736,Ekeberg,Birger,M,NA,NA,Birger Ekeberg
341,Ahnlund,Nils,M,NA,NA,Nils Ahnlund
3781,Hagendahl,Harald,M,NA,NA,Harald Hagendahl
3273,Funke,Otto,M,NA,NA,Otto Funke
2915,Farrère,Claude,M,NA,NA,Claude Farrère
4617,Jolivet,Alfred,M,NA,NA,Alfred Jolivet
2751,el-Sayed,Ahmad Lutfi,M,NA,NA,Ahmad Lutfi el-Sayed
5494,Lincean Academy (Accademia dei Lincei),NA,NA,NA,NA,Lincean Academy (Accademia dei Lincei)
347,Alarcos García,Emilio,M,1895,1986,Emilio Alarcos García
2737,Ekelund,Erik,M,NA,NA,Erik Ekelund
4858,Kiparsky,Valentin,M,NA,NA,Valentin Kiparsky
1661,Castro Leal,Antonio,M,NA,NA,Antonio Castro Leal
10102,Wessén,Elias,M,NA,NA,Elias Wessén
1341,Brilioth,Yngve,M,NA,NA,Yngve Brilioth
6881,Oría Mestres,José,M,NA,NA,José Oría Mestres
6103,Melián Lafinur,Alvaro,M,NA,NA,Alvaro Melián Lafinur
1098,Boas,Frederick,M,NA,NA,Frederick Boas
496,Arne,Ture,M,NA,NA,Ture Arne
3992,Heiberg,Hans,M,NA,NA,Hans Heiberg
10276,Woel,Cai,M,NA,NA,Cai Woel
960,Beskow,Gunnar,M,NA,NA,Gunnar Beskow
2738,Ekelund,Ragnar,M,NA,NA,Ragnar Ekelund
3634,Gregh,Fernand,M,NA,NA,Fernand Gregh
3203,French Centre of the International PEN,NA,M,NA,NA,French Centre of the International PEN
12011,Bernadotte (Prins Wilhelm),Carl Wilhelm Ludvig,M,1884,1965,Carl Wilhelm Ludvig Bernadotte (Prins Wilhelm)
8048,Saintenoy,Paul,M,NA,NA,Paul Saintenoy
6450,Morton,May,F,NA,NA,May Morton
2800,English PEN centre,NA,NA,NA,NA,English PEN centre
8858,Strömbäck,Dag Alvar,M,1900,1978,Dag Alvar Strömbäck
8756,Stefánsson,Halldór,M,NA,NA,Halldór Stefánsson
8965,Säflund,Gösta,M,NA,NA,Gösta Säflund
8640,Società Italiana degli autori,NA,NA,NA,NA,Società Italiana degli autori
2558,Dublin centre of Irish PEN,NA,NA,NA,NA,Dublin centre of Irish PEN
5515,Lindqvist,Axel,M,NA,NA,Axel Lindqvist
9910,Vriesland,Victor Emanuel van,M,NA,NA,Victor Emanuel van Vriesland
5435,Levy,Ernst,M,NA,NA,Ernst Levy
8648,Soini,Yrjö,M,NA,NA,Yrjö Soini
457,Anttila,Aarne,M,NA,NA,Aarne Anttila
405,American academy of arts and letters,NA,NA,NA,NA,American academy of arts and letters
4028,Hellenic Author's society,NA,NA,NA,NA,Hellenic Author's society
1035,Bird,Will,M,NA,NA,Will Bird
608,Backer,Franz de,M,NA,NA,Franz de Backer
9267,Tigerstedt,Eugen,M,NA,NA,Eugen Tigerstedt
915,Bergroth,Kersti,F,NA,NA,Kersti Bergroth
3234,Friis Möller,Kai,M,NA,NA,Kai Friis Möller
8751,Steele,Henry,M,NA,NA,Henry Steele
3738,Guyon,Bernard,M,NA,NA,Bernard Guyon
273,Aavik,Johannes,M,NA,NA,Johannes Aavik
571,Austrian PEN-Club (Österreichischer PEN-Klub),NA,NA,NA,NA,Austrian PEN-Club (Österreichischer PEN-Klub)
13653,Arce de Vázquez,Margot,F,1904,1990,Margot Arce de Vázquez
13654,Matos Paoli,Francisco,M,1915,2000,Francisco Matos Paoli
13655,Braschi,Julia,F,NA,NA,Julia Braschi
13656,Morales,Angel Luis,M,NA,NA,Angel Luis Morales
13657,Siaca,Manuel,M,NA,NA,Manuel Siaca
13658,Richardson,Lewis,M,NA,NA,Lewis Richardson
13659,Sanchez,Luis Alberto,M,NA,NA,Luis Alberto Sanchez
13660,Garcia Diaz,Manuel,M,NA,NA,Manuel Garcia Diaz
13661,McWilliams,David,M,NA,NA,David McWilliams
13662,Firmas,Siguen,M,NA,NA,Siguen Firmas
12003,Asociación des Escritores Venezolanos,NA,NA,NA,NA,Asociación des Escritores Venezolanos
12006,Academia Brasileira,NA,NA,NA,NA,Academia Brasileira
12008,Sociedad Argentina de Escritores,NA,NA,NA,NA,Sociedad Argentina de Escritores
13641,de Amezua,Agustin,M,NA,NA,Agustin de Amezua
13640,Duke of Alba,NA,M,NA,NA,Duke of Alba
13483,Sánchez Cantón,Javier,M,1891,1971,Javier Sánchez Cantón
13642,García Gómez,Emilio,M,1905,1995,Emilio García Gómez
13643,de Cossío,José María,M,1892,1977,José María de Cossío
13644,Martinez Kleiser,Luis,M,1883,1971,Luis Martinez Kleiser
13645,Gomez Moreno,Manuel,M,NA,NA,Manuel Gomez Moreno
13646,Galiano,Emilio Fernandez,M,NA,NA,Emilio Fernandez Galiano
12031,Diego,Gerardo,M,1896,1987,Gerardo Diego
13647,de Luca de Tena,Marques,M,NA,NA,Marques de Luca de Tena
13648,Marañón,Gregorio,M,1887,1960,Gregorio Marañón
13649,de Maura,Duque,M,NA,NA,Duque de Maura
12197,Garcia de Diego,Vicente,M,1878,1978,Vicente Garcia de Diego
13650,Flórez,Wenceslao Fernández,M,1885,1964,Wenceslao Fernández Flórez
13651,Cabanillas,Ramón,M,1876,1959,Ramón Cabanillas
13652,d´Ors,Eugenio,M,1881,1954,Eugenio d´Ors
12013,Svendsen,Paulus,M,NA,NA,Paulus Svendsen
12138,The Norwegian Authors Union,NA,NA,NA,NA,The Norwegian Authors Union
12015,Parnasse,NA,NA,NA,NA,Parnasse
12017,Edwards,Allan,M,NA,NA,Allan Edwards
12139,Fellowship of Australian Writers,NA,NA,NA,NA,Fellowship of Australian Writers
12018,Alcobre,Manuel,M,NA,NA,Manuel Alcobre
12020,von Wartburg,Walther,M,NA,NA,Walther von Wartburg
12019,Zamora Vicente,Alonso,M,1916,2006,Alonso Zamora Vicente
12140,Chilean Academy of Language (Academia Chilena de la Lengua),NA,NA,NA,NA,Chilean Academy of Language (Academia Chilena de la Lengua)
12141,Hebrew PEN-Club,NA,NA,NA,NA,Hebrew PEN-Club
12023,Foss,Kåre,M,NA,NA,Kåre Foss
12029,McGinley,Laurence,M,NA,NA,Laurence McGinley
12025,Wright,Leavitt,M,NA,NA,Leavitt Wright
12026,Halkin,Simon,M,NA,NA,Simon Halkin
12027,Skard,Sigmund,M,1903,1995,Sigmund Skard
12142,Members of the Fuad I Academy,NA,NA,NA,NA,Members of the Fuad I Academy
12030,The PEN,NA,NA,NA,NA,The PEN
12143,"Royal Academy of Sciences, belles-lettres and fine Arts",NA,NA,NA,NA,"Royal Academy of Sciences, belles-lettres and fine Arts"
12144,Mexican Academy of Language (Academia Mexicana),NA,NA,NA,NA,Mexican Academy of Language (Academia Mexicana)
12145,Academie Argentina de Letras,NA,NA,NA,NA,Academie Argentina de Letras
12147,Argentina Association of Writers (Asociation de Escritores Argentinos),NA,NA,NA,NA,Argentina Association of Writers (Asociation de Escritores Argentinos)
12035,Sisson,C,M,1885,1966,C Sisson
12038,de Barros,João,M,NA,NA,João de Barros
12148,PEN-Centrum,NA,NA,NA,NA,PEN-Centrum
12040,Tur-Sinai,Naftali,NA,NA,NA,Naftali Tur-Sinai
12041,Kihlbom,Asta,F,NA,NA,Asta Kihlbom
12043,Zetterstéen,Karl Vilhelm,M,1866,1953,Karl Vilhelm Zetterstéen
12150,The Belgian Association of writing (Association des écrivains Belges),NA,NA,NA,NA,The Belgian Association of writing (Association des écrivains Belges)
12149,The Royal Academy of Language and Literature,NA,NA,NA,NA,The Royal Academy of Language and Literature
12151,The National Academy of Lincei (Accademia Nazionale dei Lincei),NA,NA,NA,NA,The National Academy of Lincei (Accademia Nazionale dei Lincei)
12046,Harrison Cady,Edwin,M,NA,NA,Edwin Harrison Cady
12047,Boëthius,Axel,M,NA,NA,Axel Boëthius
12054,Gravier,Maurice,M,NA,NA,Maurice Gravier
12050,Neumann,Hans,M,NA,NA,Hans Neumann
12052,Sörensen,Hans,M,NA,NA,Hans Sörensen
12152,The International House of the PEN Club,NA,NA,NA,NA,The International House of the PEN Club
12153,Society of Men of Letters of France (Société de Gens de lettres de France),NA,NA,NA,NA,Society of Men of Letters of France (Société de Gens de lettres de France)
12057,Maurois,André,M,NA,NA,André Maurois
12056,Madelin,Louis,M,NA,NA,Louis Madelin
12059,Manship,Paul,M,NA,NA,Paul Manship
12060,Borcherdt,Hans,m,NA,NA,Hans Borcherdt
13602,Bischoff,F,M,NA,NA,F Bischoff
12523,Kasack,Hermann,M,1896,1966,Hermann Kasack
13603,Kessel,Martin,M,1901,1990,Martin Kessel
13604,Kolb,Annette,M,1870,1967,Annette Kolb
13605,Penzoldt,Ernst,M,1892,1955,Ernst Penzoldt
12062,Emge,C. A.,NA,NA,NA,C. A. Emge
12061,Pechel,Rudolf,M,NA,NA,Rudolf Pechel
12063,Beyer,Harald,M,1891,1960,Harald Beyer
12064,de Figueiredo,Fidelino,M,NA,NA,Fidelino de Figueiredo
10249,Winsnes,A,M,NA,NA,A Winsnes
12154,Academy of Sciences (Academie der Wissenschaften),NA,NA,NA,NA,Academy of Sciences (Academie der Wissenschaften)
12066,Thorsteinsson,Steingrimúr,M,NA,NA,Steingrimúr Thorsteinsson
12157,Vlaamse PEN-Club,NA,NA,NA,NA,Vlaamse PEN-Club
12155,Royal Flemish Academy for Language and Literature,NA,NA,NA,NA,Royal Flemish Academy for Language and Literature
12068,Kuen,Heinrich,M,NA,NA,Heinrich Kuen
12070,Carner-Noulet,E,NA,NA,NA,E Carner-Noulet
12071,Soloveitchik,Samson,M,NA,NA,Samson Soloveitchik
12158,A number of learned societies and individuals,NA,NA,NA,NA,A number of learned societies and individuals
12077,Malone,Kemp,NA,NA,NA,Kemp Malone
12075,Kuhn,Hans,M,NA,NA,Hans Kuhn
12074,Turville-Petre,E.O.,NA,NA,NA,E.O. Turville-Petre
12078,von Hibler,Leo,M,NA,NA,Leo von Hibler
12080,Prazák,Albert,M,NA,NA,Albert Prazák
12159,Writers Association of the Hellenes,NA,NA,NA,NA,Writers Association of the Hellenes
12082,Blin,Georges,M,1917,2015,Georges Blin
13683,Wilson,F,M,NA,NA,F Wilson
12086,Alker,Ernst,M,NA,NA,Ernst Alker
12085,Malmberg,NA,M,NA,NA,Malmberg
12088,Selander,NA,M,NA,NA,Selander
12160,Flemish Academy for Language and Literature,NA,NA,NA,NA,Flemish Academy for Language and Literature
12093,de Robertis,Giuseppe,M,NA,NA,Giuseppe de Robertis
12092,Vivier,Robert,M,NA,NA,Robert Vivier
12094,Klemperer,Viktor,M,NA,NA,Viktor Klemperer
12097,Hudson Long,E,NA,NA,NA,E Hudson Long
12096,Warner Brace,Gerald,M,NA,NA,Gerald Warner Brace
12098,Day Lewis,Cecil,M,NA,NA,Cecil Day Lewis
12099,Grossmann,Rudolf,M,1892,1980,Rudolf Grossmann
12101,Tillotson,Geoffrey,M,1905,1969,Geoffrey Tillotson
12161,"Belgian Royal Academy, Humanistic class",NA,NA,NA,NA,"Belgian Royal Academy, Humanistic class"
12109,Matthews,W,NA,NA,NA,W Matthews
12162,Société des Gens de Lettres Hellènes,NA,NA,NA,NA,Société des Gens de Lettres Hellènes
12103,Page,Denys,M,NA,NA,Denys Page
12105,von Jan,Eduard,M,NA,NA,Eduard von Jan
12106,Vasmer,M,NA,NA,NA,M Vasmer
12108,Willcock,Gladys,F,NA,NA,Gladys Willcock
12111,Bullough,Geoffrey,M,NA,NA,Geoffrey Bullough
12113,Trypanis,Athanasius Trypanis,M,1909,1993,Athanasius Trypanis Trypanis
12114,Ellis-Fermor,Una,NA,NA,NA,Una Ellis-Fermor
12116,Bergman,NA,M,NA,NA,Bergman
12115,Nyberg,NA,M,NA,NA,Nyberg
12117,Ek,Sverker,M,NA,NA,Sverker Ek
12118,Arvidson,Stellan,M,1902,1997,Stellan Arvidson
12120,Las Vergnas,Raymond,M,NA,NA,Raymond Las Vergnas
12163,Academia Nacional de Letras (National Academy of Letters),NA,NA,NA,NA,Academia Nacional de Letras (National Academy of Letters)
12122,Turquet,Gladys,F,NA,NA,Gladys Turquet
12124,Dionisotti,Carlo,M,NA,NA,Carlo Dionisotti
12126,Boucher,Maurice,M,NA,NA,Maurice Boucher
12125,Plassart,André,M,NA,NA,André Plassart
12554,Kamerbeck,J,NA,NA,NA,J Kamerbeck
12130,Vincent,E,NA,NA,NA,E Vincent
12132,Nikolajevič Sergejev-Censkij,Sergej,M,NA,NA,Sergej Nikolajevič Sergejev-Censkij
12164,de ziégler,Henri,M,NA,NA,Henri de ziégler
12165,PEN-Club,NA,NA,NA,NA,PEN-Club
12134,Linder,Erik,M,NA,NA,Erik Linder
12136,Jenkins,R.J.,NA,NA,NA,R.J. Jenkins
12249,Rosenblat,Angel,M,1902,1984,Angel Rosenblat
12248,Ayala,José Ramon,M,NA,NA,José Ramon Ayala
12247,Picon Salas,Mariano,M,1901,1965,Mariano Picon Salas
12246,Smith,William,M,NA,NA,William Smith
12245,Zardoya,Concha,M,NA,NA,Concha Zardoya
12244,Willis,Raymond,M,NA,NA,Raymond Willis
13670,Torrey,Norman,M,1894,1980,Norman Torrey
13671,Shearer,James,M,NA,NA,James Shearer
13672,Gaos,Vicente,M,1919,1980,Vicente Gaos
13673,Da Cal,Ernesto,M,1911,1994,Ernesto Da Cal
13674,Gille,Gaston,M,NA,NA,Gaston Gille
13675,Hispanic Society of America,NA,NA,NA,NA,Hispanic Society of America
13676,Sanchez Castaner,Francisco,M,NA,NA,Francisco Sanchez Castaner
13677,Kurz,Harry,M,NA,NA,Harry Kurz
13678,Spagnoli,John,M,NA,NA,John Spagnoli
13679,Taupin,René,M,1905,1981,René Taupin
13680,Benardete,Maír José,M,1895,1989,Maír José Benardete
12240,del Rio,Angel,M,1900,1962,Angel del Rio
13681,de del Rio,Amalia,F,1896,1996,Amalia de del Rio
12241,Navarro,Tomas,M,1884,1979,Tomas Navarro
12242,Casalduero,Joaquin,M,1903,1990,Joaquin Casalduero
12243,Spitzer,Leo,M,1887,1960,Leo Spitzer
12239,Peckham,L.P.,NA,NA,NA,L.P. Peckham
12238,Morby,Edwin,M,NA,NA,Edwin Morby
12237,Lopez-Morillas,Juan,M,NA,NA,Juan Lopez-Morillas
12236,Lida,Raimundo,M,1908,1979,Raimundo Lida
12235,Griswold Morley,S,NA,NA,NA,S Griswold Morley
12234,Fichter,William,M,NA,NA,William Fichter
12233,Corominas,John,M,NA,NA,John Corominas
12232,Lida de Malkiel,Maria Rosa,F,1910,1962,Maria Rosa Lida de Malkiel
12231,Malkiel,Yakov,M,1914,1998,Yakov Malkiel
12230,Schramm,Edmund,M,NA,NA,Edmund Schramm
12229,von Richthofen,Erich Freiherr,M,1913,1988,Erich Freiherr von Richthofen
12307,Rheinfelder,Hans,M,NA,NA,Hans Rheinfelder
12227,Reichenkron,Günther,M,1907,1966,Günther Reichenkron
12226,Neubert,Fritz,M,NA,NA,Fritz Neubert
12225,Meier,Harri,M,1905,1990,Harri Meier
13684,Neuss,Wilhelm,M,1880,1965,Wilhelm Neuss
12223,Lommatzsch,Erhard,M,NA,NA,Erhard Lommatzsch
12222,Kellermann,Wilhelm,M,NA,NA,Wilhelm Kellermann
12221,Friedrich,H,M,NA,NA,H Friedrich
12220,Flasche,Hans,M,1911,1994,Hans Flasche
12219,Deutschmann,O,M,NA,NA,O Deutschmann
12218,Mardam Bey,Khalil,M,NA,NA,Khalil Mardam Bey
12217,Munoz Cortes,Manuel,M,NA,NA,Manuel Munoz Cortes
12215,Valbuena Prat,Angel,M,1900,1977,Angel Valbuena Prat
12216,Baquero Goyanes,Mariano,M,1923,1984,Mariano Baquero Goyanes
13669,de la Calzada,Luciano,M,NA,NA,Luciano de la Calzada
12214,Biancolini,Leonida,F,NA,NA,Leonida Biancolini
12213,Kindelán,Alfredo,M,NA,NA,Alfredo Kindelán
12212,Maura,Gabriel,M,NA,NA,Gabriel Maura
12210,Benitez Claros,Rafael,M,NA,NA,Rafael Benitez Claros
12306,Alarcos Llorach,Emilio,M,1922,1998,Emilio Alarcos Llorach
12209,Diez Echarri,Emiliano,M,NA,NA,Emiliano Diez Echarri
12201,de Riquer Morera,Martín,M,1914,2013,Martín de Riquer Morera
12208,Badia Margarit,Antonio,M,NA,NA,Antonio Badia Margarit
12207,Llorente Maldonado,Antonio,M,1911,1984,Antonio Llorente Maldonado
12206,Orozco Díaz,Emilio,M,NA,NA,Emilio Orozco Díaz
13687,Gallego Morell,Antonio,M,NA,NA,Antonio Gallego Morell
12205,Alvar,Manuel,M,NA,NA,Manuel Alvar
13663,Palacio Atard,Vicente,M,1920,2013,Vicente Palacio Atard
13664,Suárez Fernández,Luis,M,1924,NA,Luis Suárez Fernández
13667,Martin Gonzalez,Juan José,M,NA,NA,Juan José Martin Gonzalez
13666,Corral Castanedo,Alfonso,M,NA,NA,Alfonso Corral Castanedo
12204,Yndurain,Francisco,M,NA,NA,Francisco Yndurain
12302,University of Sevilla (Faculty of Arts),NA,NA,NA,NA,University of Sevilla (Faculty of Arts)
12203,Ruipérez,M,NA,NA,NA,M Ruipérez
12202,Maluquer de Motes,Juan,M,1915,1988,Juan Maluquer de Motes
12200,de Abadal,Ramón,M,NA,NA,Ramón de Abadal
12199,Fernández Almagro,Melchior,M,NA,NA,Melchior Fernández Almagro
12198,Lapesa,Rafael,M,1908,2001,Rafael Lapesa
12299,Member,NA,NA,NA,NA,Member
12196,Sugranyes de Franch,Rámon,M,NA,NA,Rámon Sugranyes de Franch
12298,Salvadoran Academy of language,NA,NA,NA,NA,Salvadoran Academy of language
12194,Ohama,Nobumoto,M,NA,NA,Nobumoto Ohama
12195,Boustany,Fouad,M,NA,NA,Fouad Boustany
12193,Okui,Fukutaro,M,NA,NA,Fukutaro Okui
12192,Monteverdi,Angelo,M,1886,1967,Angelo Monteverdi
12191,Braun,Alfonsina,F,NA,NA,Alfonsina Braun
12190,Battaglia,F,NA,NA,NA,F Battaglia
12189,Arnould,E,NA,NA,NA,E Arnould
13688,Riley,E,NA,NA,NA,E Riley
12188,van Praag,J,NA,NA,NA,J van Praag
12187,Vinas,Aurelio,M,NA,NA,Aurelio Vinas
12296,Ricard,Robert,M,1900,1984,Robert Ricard
12185,Nitze,William,M,NA,NA,William Nitze
12184,Le Gentil,P,NA,NA,NA,P Le Gentil
12183,Lambert,Elie,NA,NA,NA,Elie Lambert
12182,Kohler,E,NA,NA,NA,E Kohler
12181,Cantel,R,NA,NA,NA,R Cantel
12180,Väänänen,Veikko,M,NA,NA,Veikko Väänänen
12179,Briones,Manuel,M,NA,NA,Manuel Briones
12178,Castañon,Jesús,M,NA,NA,Jesús Castañon
12177,Wilson,Edward,M,NA,NA,Edward Wilson
12176,Sloman,Albert,M,NA,NA,Albert Sloman
12175,Russell,P,NA,NA,NA,P Russell
12174,Rees,J,NA,NA,NA,J Rees
12173,Parker,A,NA,NA,NA,A Parker
12172,Atkinson,William,M,NA,NA,William Atkinson
12171,Blinkenberg,Andreas,M,NA,NA,Andreas Blinkenberg
12170,Cuban Academy of Language (Academia Cubana de Lengua),NA,NA,NA,NA,Cuban Academy of Language (Academia Cubana de Lengua)
12169,de Medeyros,Paulo,M,NA,NA,Paulo de Medeyros
12168,van Waeyenbergh,H,NA,NA,NA,H van Waeyenbergh
12167,Members of the Spanish Royal Academy (Real Academia Espanola),NA,NA,NA,NA,Members of the Spanish Royal Academy (Real Academia Espanola)
12166,Krüger,Fritz,M,NA,NA,Fritz Krüger
12251,Smidt,Kristian,M,1916,2003,Kristian Smidt
12250,Häusermann,H,NA,NA,NA,H Häusermann
12256,Bornand,Odette,F,NA,NA,Odette Bornand
12255,Mlle Duchemin,NA,F,NA,NA,Mlle Duchemin
12254,Carrière,Jean,M,NA,NA,Jean Carrière
12253,Jourda,Pierre,M,NA,NA,Pierre Jourda
12252,Ricci,M,NA,NA,NA,M Ricci
12259,Morier,Henri,M,NA,NA,Henri Morier
12261,Joucla-Ruau,André,M,NA,NA,André Joucla-Ruau
14148,Delebecque,Édouard,M,1910,1990,Édouard Delebecque
14954,Durry,Marie-Jeanne,F,1901,1980,Marie-Jeanne Durry
12267,Desonay,Fernand,M,NA,NA,Fernand Desonay
12266,Davignon,Henri,M,NA,NA,Henri Davignon
12265,de La Force,Joseph,M,NA,NA,Joseph de La Force
11476,Sidhanta,N,NA,NA,NA,N Sidhanta
12270,Baud-Bovy,Samuel,M,NA,NA,Samuel Baud-Bovy
12269,Andreasson Dale,Johannes,M,1898,1975,Johannes Andreasson Dale
12310,Society of Men of Letters of Greece,NA,M,NA,NA,Society of Men of Letters of Greece
12274,Kohlschmidt,Werner,M,NA,NA,Werner Kohlschmidt
7429,Privat,Edmond,M,NA,NA,Edmond Privat
12311,Faculty of Arts,NA,NA,NA,NA,Faculty of Arts
12277,Guyard,Marius Francois,M,NA,NA,Marius Francois Guyard
12278,Castex,Pierre-Georges,M,NA,NA,Pierre-Georges Castex
12276,Ruff,Marcel,M,NA,NA,Marcel Ruff
12280,Laini,Giovanni,M,NA,NA,Giovanni Laini
12282,Bizet,J,NA,NA,NA,J Bizet
12313,Royal Academy of Belgium (Académie Royale de Belgique),NA,NA,NA,NA,Royal Academy of Belgium (Académie Royale de Belgique)
12283,Bonnard,André,M,NA,NA,André Bonnard
12284,Legouis,Pierre,M,1892,1975,Pierre Legouis
12286,Renucci,Paul,M,1915,1977,Paul Renucci
12289,Brachin,Pierre,M,NA,NA,Pierre Brachin
12295,Iraizoz,Antonio,M,NA,NA,Antonio Iraizoz
12314,Pfeiffer,H,NA,NA,NA,H Pfeiffer
12315,The Royal Flemish Academy for Language and Literature,NA,NA,NA,NA,The Royal Flemish Academy for Language and Literature
12317,Arberry,Arthur John,M,1905,1969,Arthur John Arberry
12316,Lewis,Hywel David,M,NA,NA,Hywel David Lewis
12318,Monod,Sylvère,M,1921,2006,Sylvère Monod
12319,Rawidowicz,Simon,M,NA,NA,Simon Rawidowicz
12156,The PEN-Club,NA,NA,NA,NA,The PEN-Club
12320,Koziol,Herbert,M,NA,NA,Herbert Koziol
12322,Wagner,R,NA,NA,NA,R Wagner
12324,Dédéyan,Charles,M,1910,2003,Charles Dédéyan
12354,Society of Authors and Composers of Drama,NA,NA,NA,NA,Society of Authors and Composers of Drama
12355,Society of French poets (Société des Auteurs et compositeurs dramatiques),NA,NA,NA,NA,Society of French poets (Société des Auteurs et compositeurs dramatiques)
12325,Burger,A,NA,NA,NA,A Burger
12327,Backvis,Claude,M,NA,NA,Claude Backvis
12326,Bornecque,J,NA,NA,NA,J Bornecque
12328,Cargill,Oscar,M,NA,NA,Oscar Cargill
12330,Wessén,NA,M,NA,NA,Wessén
12332,Praz,Mario,M,1896,1982,Mario Praz
12333,Perrotta,Gennaro,M,NA,NA,Gennaro Perrotta
12334,Closset,Fr.,NA,NA,NA,Fr. Closset
12357,Royal Flemish Academy of Sciences,NA,NA,NA,NA,Royal Flemish Academy of Sciences
12336,Costil,Pierre,M,NA,NA,Pierre Costil
12338,Scherer,Jacques,M,1912,1997,Jacques Scherer
12340,Clausen,Sven,M,NA,NA,Sven Clausen
12342,Fort,J,NA,NA,NA,J Fort
12358,"Academy of the Arts, Poetry Department",NA,NA,NA,NA,"Academy of the Arts, Poetry Department"
12345,Koliqi,Ernesto,M,NA,NA,Ernesto Koliqi
12347,Edschmid,Kasimir,M,NA,NA,Kasimir Edschmid
12348,Hyart,Charles,M,NA,NA,Charles Hyart
12352,Fubini,Mario,M,1900,1977,Mario Fubini
12351,Schiaffini,Alfredo,M,1895,1971,Alfredo Schiaffini
12350,Toschi,Paolo,M,NA,NA,Paolo Toschi
