qid,name,body,startyear,endyear
Q48973,Glenn T. Seaborg,RSAS,1972,1999
Q5573072,Göran Bergson,RSAS,1972,2021
Q5236423,Harald Wergeland,RSAS,1972,1987
Q6053893,Jerker Porath,RSAS,1972,2016
Q1340677,John R. Pierce,RSAS,1972,2002
Q5570885,Ragnar Bentzel,RSAS,1972,2005
Q5773279,Rune Grubb,RSAS,1972,1998
Q5772656,Salo Gronowitz,RSAS,1972,2010
Q699801,Sigvard Eklund,RSAS,1972,2000
Q5602944,Sune Carlson,RSAS,1972,1999
Q6018611,Tetsuo Nozoe,RSAS,1972,1996
Q5710420,Tord Elvius,RSAS,1972,1992
Q5751077,Tord Ganelius,RSAS,1972,2016
Q5817839,Torsten Husén,RSAS,1972,2009
Q5582295,Ulf Borell,RSAS,1972,1997
Q57999,Willi Hennig,RSAS,1972,1976
Q193650,Alan L. Hodgkin,RSAS,1973,1998
Q3352137,Erik Lönnroth,RSAS,1973,2002
Q3771058,Giuseppe Moruzzi,RSAS,1973,1986
Q231402,Jacques Monod,RSAS,1973,1976
Q6237965,Jörgen Westerståhl,RSAS,1973,2006
Q5627064,Ragnar Edenman,RSAS,1973,1998
Q5908555,Roland Kiessling,RSAS,1973,2009
Q5967614,Stig Lundqvist,RSAS,1973,2000
Q5737095,Sture Forsén,RSAS,1973,2023
Q148109,Subramanyan Chandrasekhar,RSAS,1973,1995
Q5800222,Torsten Hemberg,RSAS,1973,1999
Q6331247,Åke Sundborg,RSAS,1973,2007
Q103854,Aage Bohr,RSAS,1974,2009
Q709886,Alexander Gerschenkron,RSAS,1974,1978
Q5628073,Anders Ehrenberg,RSAS,1974,2025
Q6233973,Anders Wedberg,RSAS,1974,1978
Q5781878,Arne Hagberg,RSAS,1974,2011
Q5957844,Arne Lindroth,RSAS,1974,1985
Q5816846,Bengt Hultqvist,RSAS,1974,2019
Q517894,Bengt Westerlund,RSAS,1974,2008
Q5925942,Bertil Kullenberg,RSAS,1974,2007
Q5812026,Bo Holmstedt,RSAS,1974,2002
Q5944511,Bo Lehnert,RSAS,1974,2025
Q5564370,Børge Bak,RSAS,1974,1990
Q5040589,Carl Nordling,RSAS,1974,2016
Q6203635,Carl Olof Tamm,RSAS,1974,2007
Q5039753,Carl-Bertil Laurell,RSAS,1974,2001
Q5109777,Christian Jacobæus,RSAS,1974,1988
Q5614965,Erik Dahl,RSAS,1974,1999
Q5615864,Erik Dahmén,RSAS,1974,2005
Q5619025,Gunnar Harling,RSAS,1974,2010
Q6019386,Gunnar Nybrant,RSAS,1974,1991
Q4351970,Gustav Elfving,RSAS,1974,1984
Q6242130,Hans Wilhelmsson,RSAS,1974,2011
Q1599941,Heinz-Otto Kreiss,RSAS,1974,2015
Q6225974,Hemming Virgin,RSAS,1974,2005
Q5573414,Ingmar Bergström,RSAS,1974,2020
Q6025883,Ivar Olovsson,RSAS,1974,NA
Q1678062,Jacques Oudin,RSAS,1974,1985
Q5578106,Karl Björling,RSAS,1974,1976
Q324077,Karl Gustav Jöreskog,RSAS,1974,NA
Q5937911,Karl-Erik Larsson,RSAS,1974,2015
Q6019763,Karl-Georg Nyholm,RSAS,1974,1991
Q5718294,Lars Ernster,RSAS,1974,1998
Q5983582,Lars Melander,RSAS,1974,2008
Q6236377,Lars Werin,RSAS,1974,NA
Q5988580,Lennart Minnhagen,RSAS,1974,2005
Q4531582,Nikolaj Emanuel,RSAS,1974,1984
Q3444620,Otto Bastiansen,RSAS,1974,1995
Q5599143,Per Brinck,RSAS,1974,2013
Q6168939,Per Scholander,RSAS,1974,1980
Q5965177,Rolf Luft,RSAS,1974,2007
Q6093998,Rolf Santesson,RSAS,1974,2013
Q5541589,Sixten Abrahamsson,RSAS,1974,1984
Q1797725,Sture Fronæus,RSAS,1974,2009
Q5900939,Tor Karling,RSAS,1974,1998
Q6170428,Valter Schytt,RSAS,1974,1985
Q6208559,Vidar Thomée,RSAS,1974,NA
Q4946596,Aina Elvius,RSAS,1975,2019
Q907372,Aleksandr Vinogradov,RSAS,1975,1975
Q6178761,Alf Sjölander,RSAS,1975,2020
Q298045,Arvid Carlsson,RSAS,1975,2018
Q5039762,Carl-Gunne Fälthammar,RSAS,1975,2022
Q5039763,Carl-Göran Hedén,RSAS,1975,2009
Q6180852,Edward Slater,RSAS,1975,2016
Q513281,Georg Klein,RSAS,1975,2016
Q5939093,Gunnar Larsson-Leander,RSAS,1975,2020
Q6199565,Gunnar Svärdson,RSAS,1975,2004
Q3121039,Gustaf Arrhenius,RSAS,1975,2019
Q931535,Guy von Dardel,RSAS,1975,2009
Q5603122,Gösta Carlsson,RSAS,1975,2015
Q5737801,Hans Forssman,RSAS,1975,1994
Q5956034,Ingvar Lindgren,RSAS,1975,NA
Q5958259,Jan Lindsten,RSAS,1975,NA
Q921268,Lars Gyllensten,RSAS,1975,2006
Q6166356,Måns Ryberg,RSAS,1975,1986
Q6252300,Rolf Zetterström,RSAS,1975,2011
Q6201348,Torgny Säve-Söderbergh,RSAS,1975,1998
Q6242448,Uno Willers,RSAS,1975,1980
Q5828592,Bengt-Owe Jansson,RSAS,1976,2007
Q893630,Boris Kadomtsev,RSAS,1976,1998
Q5712989,Gunnar Engström,RSAS,1976,2015
Q5799437,Jan Hellner,RSAS,1976,2002
Q5816374,Jan Hult,RSAS,1976,2013
Q5628111,Lars Ehrenberg,RSAS,1976,2005
Q6027874,Ragnar Olsson,RSAS,1976,2003
Q312843,Robert K. Merton,RSAS,1976,2003
Q5626921,Rolf Edberg,RSAS,1976,1997
Q5785696,Bengt Hamdahl,RSAS,1977,2001
Q5735392,Björn Folkow,RSAS,1977,2012
Q5609825,Carl-Johan Clemedson,RSAS,1977,1990
Q6175290,Harrison Shull,RSAS,1977,2003
Q980676,Jacques Friedel,RSAS,1977,2014
Q5710741,Kenneth Emery,RSAS,1977,1998
Q6066700,Peter Reichard,RSAS,1977,2018
Q6002126,Bengt Nagel,RSAS,1978,2016
Q1606764,Henry Kunkel,RSAS,1978,1983
Q5771954,Hermann Grimmeiss,RSAS,1978,NA
Q4948133,Inga Fischer-Hjalmars,RSAS,1978,2008
Q6194206,Ingemar Ståhl,RSAS,1978,2014
Q4988508,Kerstin Fredga,RSAS,1978,2025
Q522090,Raimond Castaing,RSAS,1978,1998
Q5711483,Anders Enemar,RSAS,1979,2018
Q5967478,Arne Lundqvist,RSAS,1979,1998
Q211041,Atle Selberg,RSAS,1979,2007
Q5826375,Carl-Olof Jacobson,RSAS,1979,2018
Q5971957,David Magnusson,RSAS,1979,2017
Q6235132,Eric Welin,RSAS,1979,2014
Q5908755,Jan Erik Kihlström,RSAS,1979,2009
Q5747854,Kjell Fuxe,RSAS,1979,NA
Q5579235,Lars Block,RSAS,1979,2002
Q6048280,Lennart Philipson,RSAS,1979,2011
Q5782319,Paul Hagenmuller,RSAS,1979,2017
Q6257437,Tor Ørvig,RSAS,1979,1994
Q5931465,Albin Lagerqvist,RSAS,1980,1991
Q429114,Alfred O.C. Nier,RSAS,1980,1994
Q4753901,Anders Rapp,RSAS,1980,1998
Q5588940,Carl-Ivar Brändén,RSAS,1980,2004
Q1245779,David M. Wilson,RSAS,1980,NA
Q5986127,Ernst Michanek,RSAS,1980,2007
Q5582618,Georg Borgström,RSAS,1980,1990
Q5716418,Gunnar Eriksson,RSAS,1980,2024
Q5785625,Gunnar Hambraeus,RSAS,1980,2019
Q6230999,Henrik Wallgren,RSAS,1980,2014
Q979486,Howard T. Odum,RSAS,1980,2002
Q1662780,Inge Jonsson,RSAS,1980,2020
Q5967542,Jan Lundqvist,RSAS,1980,2024
Q179735,János Kornai,RSAS,1980,2021
Q4962346,Kerstin Lindahl-Kiessling,RSAS,1980,2022
Q5583247,Kurt Boström,RSAS,1980,2012
Q4974120,Marianne Rasmuson,RSAS,1980,NA
Q231111,Mary Leakey,RSAS,1980,1996
Q5821322,Olof Hörmander,RSAS,1980,2010
Q6062322,Stig Ramel,RSAS,1980,2006
Q5577566,Sven Björk,RSAS,1980,2025
Q5587638,Tore Browaldh,RSAS,1980,2007
Q939119,Aksel Wiin-Nielsen,RSAS,1981,2010
Q295768,Bengt Samuelsson,RSAS,1981,2024
Q3011853,Dag Prawitz,RSAS,1981,NA
Q6017341,Erling Norrby,RSAS,1981,NA
Q78504,Ernst H. Gombrich,RSAS,1981,2001
Q76602,Gerhard Herzberg,RSAS,1981,1999
Q77580,Hellmuth Hertz,RSAS,1981,1990
Q164405,Henri Cartan,RSAS,1981,2008
Q104289,Herbert Hensel,RSAS,1981,1983
Q271963,James Van Allen,RSAS,1981,2006
Q5820605,Jan Högbom,RSAS,1981,NA
Q6078348,Jan-Erik Roos,RSAS,1981,2017
Q212063,Jean-Pierre Serre,RSAS,1981,NA
Q5623554,Kai Otto Donner,RSAS,1981,1995
Q5999981,Karl-Göran Mäler,RSAS,1981,2020
Q5819789,Kjell Härnqvist,RSAS,1981,2006
Q5578233,Lars Olof Björn,RSAS,1981,NA
Q5795297,Olov Hedberg,RSAS,1981,2007
Q5799920,Staffan Helmfrid,RSAS,1981,2017
Q6237933,Torbjörn Westermark,RSAS,1981,2001
Q5776468,Tore Gullstrand,RSAS,1981,2002
Q6031117,David Ottoson,RSAS,1982,2001
Q6141771,Erik Karlsson,RSAS,1982,NA
Q6970257,Eytan Sheshinski,RSAS,1982,NA
Q5896237,Lennart Jörberg,RSAS,1982,1997
Q5806004,Mats Hillert,RSAS,1982,2022
Q5908495,Peder Kierkegaard,RSAS,1982,1996
Q5764710,Roland Gorbatschev,RSAS,1982,2023
Q5717381,Tage Eriksson,RSAS,1982,2017
Q6227686,Tore Vänngård,RSAS,1982,NA
Q5770888,Torgny Greitz,RSAS,1982,2016
Q5940426,Torvard C. Laurent,RSAS,1982,2009
Q5558748,Arne Ardeberg,RSAS,1983,NA
Q6247990,Arne Wyller,RSAS,1983,2001
Q5570113,Bertil Bengtsson,RSAS,1983,NA
Q6254436,Bertil Åberg,RSAS,1983,1992
Q5626495,Bo Döös,RSAS,1983,2010
Q5556663,Carl-Gustaf Andrén,RSAS,1983,2018
Q5764447,Gordon Goodman,RSAS,1983,2008
Q6039582,Jaak Peetre,RSAS,1983,2019
Q6189045,Jan Olof Stenflo,RSAS,1983,NA
Q5949191,Leif Lewin,RSAS,1983,NA
Q5708842,Lennart Eliasson,RSAS,1983,2009
Q5748157,Ragnar Fänge,RSAS,1983,1999
Q1193089,Robert Williams,RSAS,1983,2015
Q6219228,Staffan Ulfstrand,RSAS,1983,2023
Q5931357,Ulf Lagerkvist,RSAS,1983,2010
Q5998653,Viktor Mutt,RSAS,1983,1998
Q4794665,Arne Semb-Johansson,RSAS,1984,2001
Q4895698,Bertil Nordenstam,RSAS,1984,NA
Q6078284,Björn Roos,RSAS,1984,2010
Q6239716,Börje Wickberg,RSAS,1984,2013
Q1052394,Cecilia Jarlskog,RSAS,1984,NA
Q5771065,Ingmar Grenthe,RSAS,1984,2020
Q6053343,Jan Pontén,RSAS,1984,1999
Q6327927,Johannes Sjöstrand,RSAS,1984,NA
Q5713314,Lars Engwall,RSAS,1984,NA
Q5973851,Nils Malmer,RSAS,1984,2018
Q6189179,Per Stenius,RSAS,1984,NA
Q5710167,Rolf Elofsson,RSAS,1984,NA
Q5746257,Tore Frängsmyr,RSAS,1984,2017
Q6231439,Torkel Wallmark,RSAS,1984,2007
Q4587934,Agnar Sandmo,RSAS,1985,2019
Q6086511,Bengt Rånby,RSAS,1985,2000
Q6007384,Curt Nicolin,RSAS,1985,2006
Q6217553,Germund Tyler,RSAS,1985,NA
Q910163,Jean-Pierre Changeux,RSAS,1985,NA
Q6189051,Johan Stenflo,RSAS,1985,NA
Q6149802,Maurits Lindström,RSAS,1985,2009
Q5396811,Olavi Granö,RSAS,1985,2013
Q5545570,Per-Åke Albertsson,RSAS,1985,2018
Q273279,Roald Hoffmann,RSAS,1985,NA
Q5582130,Roy Booth,RSAS,1985,2024
Q5778075,Sten Gustafsson,RSAS,1985,2017
Q6083529,Stig Rundqvist,RSAS,1985,2020
Q2440397,Tomas Hökfelt,RSAS,1985,NA
Q5756674,Tor Ragnar Gerholm,RSAS,1985,2007
Q6047449,Ulf Pettersson,RSAS,1985,2024
Q5619165,Gunnar Öquist,RSAS,1986,NA
Q5978410,Indrek Martinson,RSAS,1986,2009
Q6010612,Jan S. Nilsson,RSAS,1986,2010
Q5627426,Jan-Erik Edström,RSAS,1986,2013
Q462685,Karl Johan Åström,RSAS,1986,NA
Q124508,Klaus Müller,RSAS,1986,2010
Q5937950,Kåre Larsson,RSAS,1986,2018
Q5933416,Mårten Landahl,RSAS,1986,1999
Q3049579,Rolf Dahlgren,RSAS,1986,1987
Q6028280,Sven Olving,RSAS,1986,2016
Q6250188,Bengt-Christer Ysander,RSAS,1987,1992
Q5616545,Bertil Daneholt,RSAS,1987,NA
Q4978874,Britt-Marie Sjöberg,RSAS,1987,NA
Q6062253,Claes Ramel,RSAS,1987,2013
Q5624467,Dainis Dravins,RSAS,1987,NA
Q249978,Eva Klein,RSAS,1987,2025
Q5810360,Göran Holm,RSAS,1987,2018
Q935013,Göran Malmqvist,RSAS,1987,2019
Q6240885,Hans Wigzell,RSAS,1987,NA
Q2507714,Johannes Vliegenthart,RSAS,1987,NA
Q6016200,Kurt Nordström,RSAS,1987,2011
Q6206120,Lars Terenius,RSAS,1987,NA
Q309979,Paul Greengard,RSAS,1987,2019
Q1388486,Pierre Chambon,RSAS,1987,NA
Q6017281,Staffan Normark,RSAS,1987,NA
Q713023,Ulf Hannerz,RSAS,1987,NA
Q5953253,Ulf Lindahl,RSAS,1987,NA
Q5615624,Urban Dahllöf,RSAS,1987,2014
Q6256372,Åke Öberg,RSAS,1987,NA
Q2835223,Alfred Jost,RSAS,1988,1991
Q1976379,Anders Wijkman,RSAS,1988,NA
Q5559941,Bertil Aronsson,RSAS,1988,2024
Q5926728,Charles Kurland,RSAS,1988,NA
Q5967829,Ingemar Lundström,RSAS,1988,NA
Q5626696,Lennart Eberson,RSAS,1988,2000
Q6170784,Nils-Herman Schöön,RSAS,1988,NA
Q5583062,Olle Bosemark,RSAS,1988,2017
Q5602937,Per Carlson,RSAS,1988,NA
Q5583275,Rolf Boström,RSAS,1988,2019
Q5609122,Tord Claeson,RSAS,1988,NA
Q5953343,Alf A. Lindberg,RSAS,1989,2021
Q5577627,Anders Björklund,RSAS,1989,NA
Q4941742,Barbara Cannon,RSAS,1989,NA
Q5554146,Bertil Andersson,RSAS,1989,NA
Q5586825,Bertram Broberg,RSAS,1989,2005
Q5572330,Björn E. Berglund,RSAS,1989,NA
Q256745,Dale W. Jorgenson,RSAS,1989,2022
Q5932286,Dan Laksov,RSAS,1989,2013
Q2653458,Ghillean Prance,RSAS,1989,NA
Q5587051,Gunnar Brodin,RSAS,1989,2009
Q5570672,Hans Bennich,RSAS,1989,NA
Q6075866,Henning Rodhe,RSAS,1989,NA
Q2994602,Jean Blondel,RSAS,1989,2022
Q5741509,Karl Fredga,RSAS,1989,2023
Q4952108,Kerstin Hall,RSAS,1989,2017
Q6010991,Lars-Göran Nilsson,RSAS,1989,2022
Q4979972,Mildred Stahlman,RSAS,1989,2024
Q5790043,Morten Harboe,RSAS,1989,2021
Q5577936,Olle Björkman,RSAS,1989,2021
Q5826995,Peter Jagers,RSAS,1989,NA
Q6047314,Ralf F. Pettersson,RSAS,1989,2011
Q6072322,Rudolf Rigler,RSAS,1989,2022
Q6011871,Stefan Nilsson,RSAS,1989,NA
Q6029586,Sten Orrenius,RSAS,1989,2020
Q446338,Stig Strömholm,RSAS,1989,NA
Q6080912,Thomas Rosswall,RSAS,1989,NA
Q1886068,Tomas Lindahl,RSAS,1989,NA
Q6016825,Torbjörn Norin,RSAS,1989,2020
Q6097233,Tore Scherstén,RSAS,1989,2019
Q5547322,Torsten Almén,RSAS,1989,2016
Q118909,Walter Gehring,RSAS,1989,2014
Q6190422,Anders Stigebrandt,RSAS,1990,NA
Q5891179,Bengt Jonsell,RSAS,1990,2023
Q4895702,Bertil Näslund,RSAS,1990,2016
Q5911266,Christer Kiselman,RSAS,1990,NA
Q5970319,Eddy van der Maarel,RSAS,1990,2021
Q5781718,Gerhard Haerendel,RSAS,1990,NA
Q5577479,Glenn Björk,RSAS,1990,NA
Q6218369,Gunnar Törnqvist,RSAS,1990,2024
Q5762480,Heinz Goerke,RSAS,1990,2014
Q5596980,Jan Bergström,RSAS,1990,2012
Q6197609,Jan Svartvik,RSAS,1990,2024
Q5567167,Jean-François Battail,RSAS,1990,NA
Q109370,Klaus Hasselmann,RSAS,1990,NA
Q6062579,Lars Ramqvist,RSAS,1990,2023
Q6189056,Lennart Stenflo,RSAS,1990,NA
Q6255965,Nils Åslund,RSAS,1990,2019
Q2067227,Per Martin-Löf,RSAS,1990,NA
Q6169452,Reinhold Schuch,RSAS,1990,NA
Q5967114,Rickard Lundin,RSAS,1990,NA
Q5548590,Ronny Ambjörnsson,RSAS,1990,NA
Q6002075,Saburo Nagakura,RSAS,1990,2020
Q5925829,Sven Kullander,RSAS,1990,2014
Q5629601,Torsten Ekedahl,RSAS,1990,2011
Q5618748,Albert de la Chapelle,RSAS,1991,2020
Q4794582,Arne Holmgren,RSAS,1991,2020
Q5885376,Arne Johansson,RSAS,1991,NA
Q4887827,Bengt Nordén,RSAS,1991,NA
Q4936595,Birgit Arrhenius,RSAS,1991,2023
Q5798483,Carl-Henrik Heldin,RSAS,1991,NA
Q1157217,Dagfinn Føllesdal,RSAS,1991,NA
Q4969345,Kerstin Niblaeus,RSAS,1991,NA
Q5714795,Lars Ericson,RSAS,1991,NA
Q6063799,Lars Rask,RSAS,1991,2018
Q6215832,Martin Trow,RSAS,1991,2007
Q6083620,Nils Runeby,RSAS,1991,2009
Q5966712,Ove Lundgren,RSAS,1991,2014
Q5551712,Per Ahlberg,RSAS,1991,2014
Q1796208,Per Andersen,RSAS,1991,2020
Q5752092,Per Garegg,RSAS,1991,2008
Q5556016,Sten Andersson,RSAS,1991,2022
Q5556031,Stig Andersson,RSAS,1991,NA
Q1606226,Sune Svanberg,RSAS,1991,NA
Q5388817,Erik Sandewall,RSAS,1992,2024
Q5557480,Hans Annersten,RSAS,1992,NA
Q6166391,Hans Ryde,RSAS,1992,NA
Q6039234,Laust B. Pedersen,RSAS,1992,NA
Q6328882,Mats Sonesson,RSAS,1992,NA
Q6241658,Mårten Wikström,RSAS,1992,2024
Q135139,Paul J. Crutzen,RSAS,1992,2021
Q6175530,Per Siegbahn,RSAS,1992,NA
Q701506,Robert Weinberg,RSAS,1992,NA
Q5583361,Roland von Bothmer,RSAS,1992,NA
Q5782823,Stig Hagström,RSAS,1992,2011
Q907162,Vitalij Goldanskij,RSAS,1992,2001
Q6090827,Alf Samuelsson,RSAS,1993,2005
Q4951154,Astrid Gräslund,RSAS,1993,NA
Q5740594,Claes Fransson,RSAS,1993,NA
Q5777659,Georg Gustafsson,RSAS,1993,NA
Q5955294,Gustaf Lindencrona,RSAS,1993,NA
Q5777763,Jan-Eric Gustafsson,RSAS,1993,NA
Q5603188,Jan-Otto Carlsson,RSAS,1993,NA
Q5570282,Lennart Bengtsson,RSAS,1993,NA
Q335213,Martin Rees,RSAS,1993,NA
Q57298292,Mathias Uhlén,RSAS,1993,NA
Q563361,Peter Nilson,RSAS,1993,1998
Q2342583,Sten Grillner,RSAS,1993,NA
Q5714953,Torleif Ericson,RSAS,1993,NA
Q316031,Torsten Persson,RSAS,1993,NA
Q5957048,Björn Lindman,RSAS,1994,NA
Q5554667,Göran Andersson,RSAS,1994,NA
Q6236035,Håkan Wennerström,RSAS,1994,NA
Q6207102,Lars Thelander,RSAS,1994,NA
Q6337390,Otto Vogl,RSAS,1994,2013
Q6045111,Per Peterson,RSAS,1994,NA
Q5715860,Robert Erikson,RSAS,1994,NA
Q4181206,Svante Janson,RSAS,1994,NA
Q1038902,Willi Dansgaard,RSAS,1994,2011
Q6237912,Bengt Westermark,RSAS,1995,NA
Q5615315,Björn Dahlbäck,RSAS,1995,NA
Q6196419,Christer Sundqvist,RSAS,1995,2009
Q6096420,Göran Scharmer,RSAS,1995,NA
Q5953285,Ingolf Lindau,RSAS,1995,NA
Q5601158,Lars Calmfors,RSAS,1995,NA
Q75594,Paul B. Baltes,RSAS,1995,2006
Q5717956,Peter Erman,RSAS,1995,2022
Q5741136,Robert Fraser,RSAS,1995,2013
Q5784327,Rolf Hallberg,RSAS,1995,NA
Q271421,Torsten Wiesel,RSAS,1995,NA
Q5620926,Alexander J. Dessler,RSAS,1996,2023
Q4938538,Birgitta Bergman,RSAS,1996,NA
Q879600,Björn Engquist,RSAS,1996,NA
Q4919779,Björn Vennström,RSAS,1996,NA
Q4931174,Bo Sundqvist,RSAS,1996,NA
Q4981372,Catharina Svanborg,RSAS,1996,NA
Q439048,Else Marie Friis,RSAS,1996,NA
Q3370115,Eva Österberg,RSAS,1996,2025
Q5620486,George H. Denton,RSAS,1996,NA
Q6231130,Hans Wallin,RSAS,1996,2024
Q529013,James McCarthy,RSAS,1996,NA
Q5591769,Jan-Erling Bäckvall,RSAS,1996,NA
Q6015022,Joseph Nordgren,RSAS,1996,NA
Q5891298,Mats Jonson,RSAS,1996,NA
Q6182911,Michael Sohlman,RSAS,1996,NA
Q6095641,Surendra Saxena,RSAS,1996,NA
Q1642038,Sven Torbjörn Lagerwall,RSAS,1996,NA
Q5811618,Sven-Olof Holmgren,RSAS,1996,NA
Q6025004,Thomas Olivecrona,RSAS,1996,NA
Q5722892,Torbjörn Fagerström,RSAS,1996,NA
Q330492,Abraham Pais,RSAS,1997,2000
Q5951528,Anders Liljas,RSAS,1997,NA
Q6202267,Bengt Söderström,RSAS,1997,NA
Q5546818,Bert Allard,RSAS,1997,NA
Q5891244,Björn Jonson,RSAS,1997,NA
Q5885662,Börje Johansson,RSAS,1997,NA
Q713176,Francis Sejersted,RSAS,1997,2015
Q5619162,Gunnar von Heijne,RSAS,1997,NA
Q5976913,Göran Marklund,RSAS,1997,NA
Q6245911,Hans Wolf-Watz,RSAS,1997,NA
Q5777769,Jan-Åke Gustafsson,RSAS,1997,NA
Q5597747,John H. Black,RSAS,1997,NA
Q4956830,Karin Johannisson,RSAS,1997,2016
Q2207077,Kåre Bremer,RSAS,1997,NA
Q1806184,Lars Brink,RSAS,1997,2022
Q6233076,Leif Wastenson,RSAS,1997,2022
Q6191495,Marcus Storch,RSAS,1997,NA
Q4154203,Östen Dahl,RSAS,1997,NA
Q6256686,Arne Öhman,RSAS,1998,2020
Q4989273,Christina Moberg,RSAS,1998,NA
Q5754152,David G. Gee,RSAS,1998,2023
Q6144201,Erik Kollberg,RSAS,1998,2023
Q5442283,Felix Mitelman,RSAS,1998,NA
Q5954372,Göran Lindblom,RSAS,1998,NA
Q704493,Ib Madsen,RSAS,1998,NA
Q4976770,Ingrid Sandahl,RSAS,1998,2011
Q1715609,Jörgen Weibull,RSAS,1998,NA
Q5573491,Lars Bergström,RSAS,1998,NA
Q490790,Anders Björner,RSAS,1999,NA
Q5885383,Arne V. Johansson,RSAS,1999,NA
Q4858846,Barbara Czarniawska,RSAS,1999,2024
Q5557057,Bo Angelin,RSAS,1999,NA
Q6241314,Christer Wiklund,RSAS,1999,2024
Q5588948,Dan Brändström,RSAS,1999,NA
Q5740135,Harry Frank,RSAS,1999,NA
Q4966035,Karin Markides,RSAS,1999,NA
Q6151387,Karl-Gustaf Löfgren,RSAS,1999,2021
Q5762926,Kjell Goldmann,RSAS,1999,NA
Q1384133,P.C. Jersild,RSAS,1999,NA
Q7616455,Stig Stenholm,RSAS,1999,2017
Q6015124,Sture Nordholm,RSAS,1999,NA
Q3566415,Ilkka Hanski,RSAS,2000,2016
Q3894082,Paolo Galluzzi,RSAS,2000,NA
Q170342,Svante Pääbo,RSAS,2000,NA
Q5627316,Thomas Edlund,RSAS,2000,NA
Q5983740,Anders Melin,RSAS,2001,NA
Q6245478,Arne Wittlöv,RSAS,2001,NA
Q354897,Bengt Holmström,RSAS,2001,NA
Q5903104,Bengt Kasemo,RSAS,2001,2020
Q5973890,Björn Malmgren,RSAS,2001,2025
Q6227764,Denny Vågerö,RSAS,2001,NA
Q3783177,Hans Rickman,RSAS,2001,NA
Q92756,Johan Håstad,RSAS,2001,NA
Q1682217,Lars Bergström,RSAS,2001,NA
Q5937977,Lars Larsson,RSAS,2001,NA
Q4940250,Olga Botner,RSAS,2001,NA
Q6081268,Sheldon Rothblatt,RSAS,2001,NA
Q5609177,Stefan Claesson,RSAS,2001,NA
Q6206476,Timo Teräsvirta,RSAS,2001,NA
Q4953731,Anne-Marie Hermansson,RSAS,2002,NA
Q4895683,Bertil Gustafsson,RSAS,2002,NA
Q5735344,Carl Folke,RSAS,2002,NA
Q6198353,Christer Svensson,RSAS,2002,NA
Q5124989,Claes-Göran Granqvist,RSAS,2002,NA
Q6010010,Dan-Eric Nilsson,RSAS,2002,NA
Q5797903,Dick Heinegård,RSAS,2002,2013
Q4942257,Görel Cavalli-Björkman,RSAS,2002,NA
Q2576494,Henrik Meinander,RSAS,2002,NA
Q5811529,Jan Holmgren,RSAS,2002,NA
Q5707116,Jan-Olof Eklundh,RSAS,2002,2021
Q5555319,Leif Andersson,RSAS,2002,NA
Q4942989,Lena Claesson-Welsh,RSAS,2002,NA
Q5555411,Malte Andersson,RSAS,2002,NA
Q6000604,Nils Mårtensson,RSAS,2002,NA
Q3438615,Roger-Maurice Bonnet,RSAS,2002,2026
Q5577440,Svante Björck,RSAS,2002,2023
Q5950374,Sven Lidin,RSAS,2002,NA
Q5742600,Torbjörn Frejd,RSAS,2002,NA
Q5820412,Torgny Håstad,RSAS,2002,NA
Q106624,Ahmed Zewail,RSAS,2003,2016
Q5741538,Bertil Fredholm,RSAS,2003,NA
Q4931057,Bo Berndtsson,RSAS,2003,NA
Q2598230,Dan-Olof Riska,RSAS,2003,NA
Q4968736,Erna Möller,RSAS,2003,NA
Q4944699,Georgia Destouni,RSAS,2003,NA
Q5896429,Hans Jörnvall,RSAS,2003,NA
Q4945723,Helena Edlund,RSAS,2003,NA
Q5591621,Lars Bäckman,RSAS,2003,NA
Q5924698,Per Krusell,RSAS,2003,NA
Q3433234,Rita Colwell,RSAS,2003,NA
Q1771028,Stefan Bengtson,RSAS,2003,2024
Q565544,Anne L'Huillier,RSAS,2004,NA
Q828231,Bertil Holmlund,RSAS,2004,2025
Q5813424,Göran Hoppe,RSAS,2004,NA
Q6188533,Göran Stemme,RSAS,2004,NA
Q4962028,Karna Lidmar-Bergström,RSAS,2004,NA
Q5935335,Lars Lannfelt,RSAS,2004,NA
Q5972070,Lars Magnusson,RSAS,2004,NA
Q5553649,Leif Anderson,RSAS,2004,NA
Q5545826,Marcus Aldén,RSAS,2004,NA
Q6209308,Michael Thorndyke,RSAS,2004,2022
Q5628115,Måns Ehrenberg,RSAS,2004,NA
Q5819438,Olle Häggström,RSAS,2004,NA
Q5816626,Per Olof Hulth,RSAS,2004,2015
Q5629502,Peter Ekblom,RSAS,2004,2005
Q5887583,Roland S. Johansson,RSAS,2004,NA
Q5709415,Tore Ellingsen,RSAS,2004,NA
Q4354688,Tuula Teeri,RSAS,2004,NA
Q6060402,Wlodek Rabinowicz,RSAS,2004,NA
Q5565531,Anders Bárány,RSAS,2005,2025
Q2941858,Catherine Cesarsky,RSAS,2005,NA
Q4941702,Eleanor Campbell,RSAS,2005,NA
Q4973862,Elisabeth Rachlew,RSAS,2005,NA
Q6091761,Göran Sandberg,RSAS,2005,NA
Q6216049,Karl Tryggvason,RSAS,2005,NA
Q4935921,Siv Andersson,RSAS,2005,NA
Q6020781,Thomas Nyström,RSAS,2005,NA
Q3437917,Anders Hallberg,RSAS,2006,NA
Q6072767,Andrea Rinaldo,RSAS,2006,NA
