qid,name,body,startyear,endyear
Q7082929,Olaf Aurdal,Storting,1993,1993
Q11994386,Ottar Kaldhol,Storting,1993,1997
Q1772873,Per Olaf Lundteigen,Storting,1993,1997
Q11995286,Per Skau,Storting,1993,1996
Q7336526,Rita H. Roaldsen,Storting,1993,1997
Q7336607,Rita Tveiten,Storting,1993,2001
Q5914793,Rolf Terje Klungland,Storting,1993,1997
Q7373487,Roy N. Wetterstad,Storting,1993,1997
Q4560141,Signe Øye,Storting,1993,2009
Q7513162,Sigrun Eng,Storting,1993,2009
Q12000400,Sigurd Manneråk,Storting,1993,1997
Q6514492,Sigvald Oppebøen Hansen,Storting,1993,2013
Q7608797,Stephen Bråthen,Storting,1993,1997
Q488369,Terje Riis-Johansen,Storting,1993,1997
Q7702496,Terje Sandkjær,Storting,1993,1997
Q209611,Thorbjørn Jagland,Storting,1993,2009
Q7818323,Tomas Norvoll,Storting,1993,2001
Q7825264,Tor Nymo,Storting,1993,2001
Q6514575,Tore Nordtun,Storting,1993,2013
Q61677768,Trond Mathisen,Storting,1993,1997
Q7897131,Unn Aarrestad,Storting,1993,2000
Q463689,Valgerd Svarstad Haugland,Storting,1993,2005
Q5578358,Vidar Bjørnstad,Storting,1993,2009
Q329776,Øystein Djupedal,Storting,1993,2009
Q61761720,Bjørnar Olsen,Storting,1994,1997
Q61761713,Marit Lefdal,Storting,1995,1997
Q4568753,Gard Folkvord,Storting,1996,1997
Q61761715,Gunnar Mathisen,Storting,1996,1997
Q12009669,Vidar Brynsplass,Storting,1996,1997
Q4768187,Anne Brit Stråtveit,Storting,1997,2001
Q4768436,Anne Helen Rui,Storting,1997,2005
Q4794622,Arne Lyngstad,Storting,1997,2005
Q1773236,Bendiks H. Arnesen,Storting,1997,2013
Q879359,Bjarne Håkon Hanssen,Storting,1997,2009
Q4971547,Britt Hildeng,Storting,1997,2009
Q4975382,Bror Yngve Rahm,Storting,1997,2005
Q706631,Børge Brende,Storting,1997,2009
Q5005235,Børre Rognlien,Storting,1997,1997
Q5113280,Christopher Stensaker,Storting,1997,2005
Q5208402,Dag Danielsen,Storting,1997,2001
Q1157171,Dag Terje Andersen,Storting,1997,2001
Q1771757,Dagrun Eriksen,Storting,1997,2013
Q5349641,Einar Holstad,Storting,1997,2005
Q61761712,Einar Johansen,Storting,1997,1997
Q5367440,Elsa Skarbøvik,Storting,1997,2005
Q5389790,Erling Brandsnes,Storting,1997,1997
Q5450646,Finn Kristian Marthinsen,Storting,1997,2005
Q5490410,Frank Willy Larsen,Storting,1997,1997
Q5618912,Gunn Olsen,Storting,1997,2013
Q5619067,Gunnar Kvassheim,Storting,1997,2001
Q3787483,Hallgeir H. Langeland,Storting,1997,2013
Q13635645,Harald Hove,Storting,1997,2000
Q5654004,Harald T. Nesvik,Storting,1997,2017
Q5703864,Helene Falch Fladmark,Storting,1997,2000
Q457072,Inge Lønning,Storting,1997,2009
Q6032116,Ingebrigt Sørfonn,Storting,1997,2009
Q11977215,Inger Stolt-Nielsen,Storting,1997,2001
Q6515073,Ivar Kristiansen,Storting,1997,2013
Q6098492,Ivar Østberg,Storting,1997,2005
Q11978069,Jan Johnsen,Storting,1997,2000
Q11978113,Jan Petter Rasmussen,Storting,1997,2001
Q1771617,Jan Sahl,Storting,1997,2009
Q11979743,Jørn L. Stang,Storting,1997,2001
Q6370439,Kari Økland,Storting,1997,2001
Q6370820,Karin Andersen,Storting,1997,2021
Q3422596,Kenneth Svendsen,Storting,1997,2017
Q11983341,Lars Rise,Storting,1997,2005
Q6514578,Leif Helge Kongshaug,Storting,1997,2001
Q6654171,Liv Marit Moland,Storting,1997,2001
Q6515133,Lodve Solholm,Storting,1997,2009
Q6514526,May Britt Vihovde,Storting,1997,2005
Q6889805,Modulf Aukan,Storting,1997,2005
Q1349776,Odd Einar Dørum,Storting,1997,2009
Q7082948,Olaf Gjedrem,Storting,1997,2004
Q6516073,Olav Gunnar Ballo,Storting,1997,2009
Q7166677,Per Erik Monsen,Storting,1997,2005
Q7166778,Per Ove Width,Storting,1997,2009
Q6515122,Per Roar Bredvold,Storting,1997,2013
Q935613,Per Sandberg,Storting,1997,2017
Q1770894,Petter Løvik,Storting,1997,2007
Q7291706,Randi Karlstrøm,Storting,1997,2001
Q7310049,Reidun Gravdahl,Storting,1997,2001
Q7333829,Rigmor Kofoed-Larsen,Storting,1997,2001
Q6515505,Rolf Reikvam,Storting,1997,2009
Q7461490,Shahbaz Tariq,Storting,1997,1997
Q7513235,Sigurd Grytten,Storting,1997,1997
Q272938,Siv Jensen,Storting,1997,2021
Q1771052,Sonja Irene Sjøli,Storting,1997,2013
Q1770712,Steinar Bastesen,Storting,1997,2005
Q7652288,Sverre J. Hoddevik,Storting,1997,2005
Q1772869,Sverre Myrli,Storting,1997,2001
Q7662504,Synnøve Konglevoll,Storting,1997,2005
Q12005525,Terje Johansen,Storting,1997,2001
Q7702474,Terje Knudsen,Storting,1997,2001
Q7796180,Thore A. Nistad,Storting,1997,2009
Q1771743,Torbjørn Andersen,Storting,1997,2009
Q6514605,Torny Pedersen,Storting,1997,2009
Q4559160,Torstein Rudihagen,Storting,1997,2013
Q7845413,Tron Erik Hovind,Storting,1997,1999
Q527177,Trond Giske,Storting,1997,2021
Q6981465,Trond Helleland,Storting,1997,NA
Q6514199,Ulf Erik Knudsen,Storting,1997,2013
Q7901229,Ursula Evje,Storting,1997,2005
Q5913538,Vidar Kleppe,Storting,1997,2001
Q270841,Ågot Valle,Storting,1997,2009
Q1771172,Åse Gunhild Woie Duesund,Storting,1997,2009
Q12011654,Åse Wisløff Nilssen,Storting,1997,2005
Q217556,Øyvind Korsberg,Storting,1997,2017
Q1770867,Øyvind Vaksdal,Storting,1997,2013
Q6031748,Inga Kvalbukt,Storting,1999,2000
Q491044,Anders Hornslien,Storting,2000,2001
Q457128,Bent Høie,Storting,2000,2021
Q61761712,Einar Johansen,Storting,2000,2001
Q5389790,Erling Brandsnes,Storting,2000,2001
Q5490410,Frank Willy Larsen,Storting,2000,2001
Q4568753,Gard Folkvord,Storting,2000,2001
Q11980215,Karin Kjølmoen,Storting,2000,2001
Q6370878,Karin Lian,Storting,2000,2001
Q6558573,Lisbet Rugtvedt,Storting,2000,2001
Q11994386,Ottar Kaldhol,Storting,2000,2001
Q7334062,Rikke Lind,Storting,2000,2001
Q7461490,Shahbaz Tariq,Storting,2000,2001
Q7513235,Sigurd Grytten,Storting,2000,2001
Q7825643,Tore Nordseth,Storting,2000,2001
Q4690374,Afshan Rafiq,Storting,2001,2005
Q4721664,Alf E. Jakobsen,Storting,2001,2001
Q4759949,André Kvakkestad,Storting,2001,2005
Q2044640,André Oktay Dahl,Storting,2001,2013
Q4768164,Anne Berit Andersen,Storting,2001,2005
Q4794675,Arne Sortevik,Storting,2001,2013
Q204370,Audun Lysbakken,Storting,2001,2005
Q4877033,Beate Heieren Hundhammer,Storting,2001,2005
Q4919812,Bjørg Tørresdal,Storting,2001,2009
Q4919817,Bjørgulv Froyn,Storting,2001,2005
Q4919886,Bjørn Jacobsen,Storting,2001,2009
Q5046995,Carsten Dybevig,Storting,2001,2004
Q5360321,Eli Sollied Øveraas,Storting,2001,2009
Q5361543,Elisabeth Røbekk Nørve,Storting,2001,2005
Q5415113,Eva M. Nielsen,Storting,2001,2009
Q5450652,Finn Martin Vallersnes,Storting,2001,2009
Q5530166,Geir-Ketil Hansen,Storting,2001,2005
Q1771881,Gjermund Hagesæter,Storting,2001,2017
Q5650067,Hans Gjeisar Kjæstad,Storting,2001,2005
Q11974058,Hans Kristian Hogsnes,Storting,2001,2005
Q543136,Heidi Grande Røys,Storting,2001,2005
Q5698911,Heidi Larssen,Storting,2001,2005
Q5698986,Heidi Sørensen,Storting,2001,2007
Q4209561,Heikki Holmås,Storting,2001,2017
Q5716507,Henrik Rød,Storting,2001,2005
Q1770992,Ine Eriksen Søreide,Storting,2001,NA
Q1770339,Inga Marte Thorkildsen,Storting,2001,2013
Q6032011,Inge Ryan,Storting,2001,2009
Q4994228,Inger S. Enger,Storting,2001,2009
Q1770438,Ingjerd Schou,Storting,2001,2005
Q11977234,Ingmar Ljones,Storting,2001,2005
Q6033575,Ingvild Vaggen Malvik,Storting,2001,2007
Q1770997,Jan Arild Ellingsen,Storting,2001,2017
Q3738543,Jan Olav Olsen,Storting,2001,2005
Q6308082,Julie Christiansen,Storting,2001,2005
Q6370385,Kari Lise Holmberg,Storting,2001,2009
Q6370919,Karin S. Woldseth,Storting,2001,2013
Q6419476,Kjetil Bjørklund,Storting,2001,2005
Q1343717,Knut Storberget,Storting,2001,2017
Q6519395,Leif Frode Onarheim,Storting,2001,2005
Q6514535,Lena Jensen,Storting,2001,2009
Q6514654,Linda Hofstad Helleland,Storting,2001,2005
Q6514554,Magnar Lund Bergo,Storting,2001,2009
Q6731329,Magne Aarøen,Storting,2001,2003
Q1770676,Marit Arnstad,Storting,2001,2005
Q6775390,Martin Engeset,Storting,2001,2009
Q6513908,Martin Kolberg,Storting,2001,2001
Q521960,May Hansen,Storting,2001,2009
Q6832867,Michael Momyr,Storting,2001,2005
Q1771184,Morten Høglund,Storting,2001,2013
Q6514130,Olemic Thommessen,Storting,2001,2021
Q1771760,Peter Skovholt Gitmark,Storting,2001,2013
Q16190387,Ragnar Bøe Elgsaas,Storting,2001,2001
Q7299108,Raymond Robertsen,Storting,2001,2005
Q6977093,Reidar Sandal,Storting,2001,2009
Q5914793,Rolf Terje Klungland,Storting,2001,2009
Q7379814,Rune J. Skjælaaen,Storting,2001,2009
Q7511981,Sigbjørn Molvik,Storting,2001,2005
Q7515148,Silja Ekeland Bjørkly,Storting,2001,2005
Q6514262,Siri A. Meling,Storting,2001,2005
Q290960,Siri Hall Arnøy,Storting,2001,2005
Q6514988,Svein Flåtten,Storting,2001,2017
Q6513933,Svein Roald Hansen,Storting,2001,2021
Q6514567,Søren Fredrik Voie,Storting,2001,2005
Q7825227,Tor-Arne Strøm,Storting,2001,2013
Q6516001,Torbjørn Hansen,Storting,2001,2009
Q3356825,Trine Skei Grande,Storting,2001,2021
Q8077117,Åge Konradsen,Storting,2001,2005
Q8077217,Åsa Elvik,Storting,2001,2009
Q271279,Åslaug Haga,Storting,2001,2009
Q6515779,Øyvind Halleraker,Storting,2001,2017
Q11995292,Per Steinar Osmundnes,Storting,2003,2005
Q7336607,Rita Tveiten,Storting,2004,2005
Q4721707,Alf Ivar Samuelsen,Storting,2005,2009
Q4738009,Alvhild Hedstein,Storting,2005,2005
Q1772964,Anders Anundsen,Storting,2005,2017
Q4760015,André N. Skjelstad,Storting,2005,2009
Q4761757,Anette Trettebergstuen,Storting,2005,2025
Q6514450,Anna-Kristin Ljunggren,Storting,2005,2017
Q1773018,Anne Margrethe Larsen,Storting,2005,2009
Q4768622,Anne Marit Bjørnflaten,Storting,2005,2013
Q291598,Anne-Grete Strøm-Erichsen,Storting,2005,2013
Q156540,Anniken Huitfeldt,Storting,2005,2025
Q4591112,Arild Stokkan-Grande,Storting,2005,2021
Q4590412,Arne L. Haugen,Storting,2005,2013
Q1773035,Borghild Tenden,Storting,2005,2013
Q5004945,Bård Hoksrud,Storting,2005,NA
Q5110219,Christian Tybring-Gjedde,Storting,2005,2025
Q5208428,Dag Ole Teigen,Storting,2005,2013
Q1157171,Dag Terje Andersen,Storting,2005,2021
Q553839,Dagfinn Høybråten,Storting,2005,2013
Q4994392,Dagfinn Sundsbø,Storting,2005,2008
Q5349869,Eirin Kristin Sund,Storting,2005,2017
Q11967084,Eli Årdal Berland,Storting,2005,2005
Q282077,Elisabeth Aspaker,Storting,2005,2017
Q4591104,Erling Sande,Storting,2005,2013
Q5398825,Espen Johnsen,Storting,2005,2009
Q5415094,Eva Kristin Hansen,Storting,2005,2025
Q1773015,Freddy de Ruiter,Storting,2005,2017
Q5550451,Gerd Janne Kristoffersen,Storting,2005,2013
Q5619018,Gunnar Gundersen,Storting,2005,2017
Q5619067,Gunnar Kvassheim,Storting,2005,2009
Q5619541,Gunvald Ludvigsen,Storting,2005,2009
Q1772874,Gunvor Eldegard,Storting,2005,2017
Q1772903,Hans Frode Asmyhr,Storting,2005,2013
Q5650579,Hans Olav Syversen,Storting,2005,2017
Q1773022,Henning Skumsvoll,Storting,2005,2013
Q5761540,Hilde Magnusson Lydvo,Storting,2005,2013
Q5963582,Hårek Elvenes,Storting,2005,2005
Q5983558,Ib Thomsen,Storting,2005,2017
Q3356717,Inger Haldis Løite,Storting,2005,2009
Q6515401,Ingrid Heggø,Storting,2005,2021
Q6069095,Irene Johansen,Storting,2005,2017
Q370608,Ivar Skulstad,Storting,2005,2009
Q6148666,Jan Bøhler,Storting,2005,2021
Q1773269,Jan-Henrik Fredriksen,Storting,2005,2017
Q6271004,Jon Jæger Gåsvatn,Storting,2005,2013
Q6279004,Jorodd Asphjell,Storting,2005,2025
Q6321658,Jørund Rytman,Storting,2005,2017
Q1773029,Kari Kjønaas Kjos,Storting,2005,2021
Q6395414,Ketil Solvik-Olsen,Storting,2005,2013
Q10642130,Kjell Arvid Svendsen,Storting,2005,2005
Q6453589,Kåre Fostervold,Storting,2005,2009
Q446337,Laila Dåvøy,Storting,2005,2013
Q1400368,Lars Peder Brekk,Storting,2005,2013
Q6514578,Leif Helge Kongshaug,Storting,2005,2009
Q6513663,Line Henriette Hjemdal,Storting,2005,2017
Q4560207,Lise Christoffersen,Storting,2005,2025
Q291655,Liv Signe Navarsete,Storting,2005,2021
Q156550,Marianne Aasen,Storting,2005,2017
Q6514985,Marianne Marthinsen,Storting,2005,2021
Q728444,Ola Borten Moe,Storting,2005,2013
Q1772873,Per Olaf Lundteigen,Storting,2005,2025
Q6514731,Per Rune Henriksen,Storting,2005,2017
Q282089,Per-Willy Amundsen,Storting,2005,2013
Q6515236,Robert Eriksson,Storting,2005,2013
Q276454,Saera Khan,Storting,2005,2009
Q6980426,Solveig Horne,Storting,2005,2021
Q6515138,Sonja Mandt,Storting,2005,2017
Q6514510,Steinar Gullvåg,Storting,2005,2013
Q4589954,Svein Gjelseth,Storting,2005,2007
Q1772869,Sverre Myrli,Storting,2005,NA
Q1772899,Terje Aasland,Storting,2005,NA
Q4589982,Thomas Breen,Storting,2005,2013
Q6513865,Tord Lien,Storting,2005,2013
Q6515181,Tore Hagebakken,Storting,2005,2021
Q3422974,Torfinn Opheim,Storting,2005,2013
Q1772947,Torgeir Micaelsen,Storting,2005,2017
Q4568684,Torill Selsvold Nyborg,Storting,2005,2005
Q282082,Tove Karoline Knutsen,Storting,2005,2017
Q4589905,Truls Wickholm,Storting,2005,2014
Q548001,Trygve Slagsvold Vedum,Storting,2005,NA
Q6513706,Ulf Leirstein,Storting,2005,2021
Q6515070,Vera Lysklætt,Storting,2005,2009
Q3420374,Vigdis Giltun,Storting,2005,2013
Q6515205,Åge Starheim,Storting,2005,2013
Q1772865,Åse Michaelsen,Storting,2005,2017
Q4721664,Alf E. Jakobsen,Storting,2006,2009
Q4581486,Silvia Kristoffersen Kosmo,Storting,2006,2009
Q4566458,Akhtar Chaudhry,Storting,2007,2013
Q5361543,Elisabeth Røbekk Nørve,Storting,2007,2017
Q4571806,Trond Lode,Storting,2007,2009
Q4766911,Anna Ceselie Brustad Moe,Storting,2008,2009
Q4566359,Gorm Kjernli,Storting,2008,2013
Q3432182,Aksel Hagen,Storting,2009,2013
Q3434791,Alf Egil Holmelid,Storting,2009,2013
Q4568801,Anders B. Werp,Storting,2009,2017
Q3432049,Anne Tingelstad Wøien,Storting,2009,2017
Q3434918,Are Helseth,Storting,2009,2013
Q3434378,Arve Kambe,Storting,2009,2017
Q204370,Audun Lysbakken,Storting,2009,2025
Q3433242,Bente Thorsen,Storting,2009,2017
Q4568928,Bjørn Lødemel,Storting,2009,2017
Q1019331,Bård Vegar Solhjell,Storting,2009,2017
Q3422565,Christina Ramsøy,Storting,2009,2012
Q4580733,Eirik Sivertsen,Storting,2009,2021
Q125497510,Else-May Botten,Storting,2009,2021
Q1799849,Frank Bakke-Jensen,Storting,2009,2021
Q3433134,Geir Jørgen Bekkevold,Storting,2009,2021
Q4572995,Geir Pollestad,Storting,2009,NA
Q5530166,Geir-Ketil Hansen,Storting,2009,2013
Q3433249,Gina Barstad,Storting,2009,2012
Q464941,Hadia Tajik,Storting,2009,2025
Q17125646,Heidi Ørnlo,Storting,2009,2009
Q156517,Helga Pedersen,Storting,2009,2017
Q4574214,Henning Warloe,Storting,2009,2013
Q4579886,Håkon Haugli,Storting,2009,2013
Q1799837,Ingalill Olsen,Storting,2009,2013
Q3434757,Ingebjørg Godskesen,Storting,2009,2017
Q1770438,Ingjerd Schou,Storting,2009,2025
Q3420320,Irene Lange Nordahl,Storting,2009,2013
Q4571061,Janne Sjelmo Nordås,Storting,2009,2017
Q3367245,Jenny Klinge,Storting,2009,2025
Q467948,Jonas Gahr Støre,Storting,2009,NA
Q3420281,Kari Henriksen,Storting,2009,2025
Q4573115,Kjell Ingolf Ropstad,Storting,2009,2025
Q3432015,Kjersti Toppe,Storting,2009,NA
Q1350399,Knut Arild Hareide,Storting,2009,2021
Q3367196,Kåre Simensen,Storting,2009,2017
Q4571572,Laila Gustavsen,Storting,2009,2013
Q6473886,Laila Marie Reiertsen,Storting,2009,2013
Q6491647,Lars Myraune,Storting,2009,2013
Q3434741,Lillian Hansen,Storting,2009,2013
Q6514654,Linda Hofstad Helleland,Storting,2009,2025
Q6516101,Magne Rommetveit,Storting,2009,2021
Q6513908,Martin Kolberg,Storting,2009,2021
Q3434673,Mette Hanekamhaug,Storting,2009,2013
Q1770173,Michael Tetzschner,Storting,2009,2021
Q6914562,Morten Ørsal Johansen,Storting,2009,2021
Q4569595,Nikolai Astrup,Storting,2009,NA
Q3433165,Oskar Grimstad,Storting,2009,2017
Q3422581,Per Arne Olsen,Storting,2009,2013
Q4584582,Peter N. Myhre,Storting,2009,2013
Q7293409,Rannveig Andresen,Storting,2009,2009
Q462499,Rigmor Aasrud,Storting,2009,2025
Q3432890,Rigmor Andersen Eide,Storting,2009,2017
Q6514262,Siri A. Meling,Storting,2009,2017
Q981680,Snorre Valen,Storting,2009,2017
Q3434939,Stine Renate Håheim,Storting,2009,2017
Q3436691,Susanne Bratli,Storting,2009,2013
Q4589954,Svein Gjelseth,Storting,2009,2013
Q4572925,Svein Harberg,Storting,2009,2025
Q1798291,Sylvi Graham,Storting,2009,2017
Q3440633,Thor Erik Forsberg,Storting,2009,2013
Q4585158,Thor Lillehovde,Storting,2009,2011
Q3434947,Tone Sønsterud,Storting,2009,2017
Q3435862,Tor Bremer,Storting,2009,2013
Q329487,Torbjørn Røe Isaksen,Storting,2009,2017
